UF,ESTADO,CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_URNA_CANDIDATO,DETALHE_SITUACAO_CAND,NR_PARTIDO,SG_PARTIDO,GENERO,COR_RACA,REELEICAO
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620374,40777,ALUISIO LESSA,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605471,45888,PERITA SANDRA SANTOS,DEFERIDO,45,PSDB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723579,7766,DANIEL UCHOA,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609133,4474,TAYNA CEPO,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718143,33166,ROBERIA PINCHO,DEFERIDO,33,PMN,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609272,44844,GALEGO DE IBIRAJUBA,INDEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001715425,2021,TIÊTA,DEFERIDO,20,PSC,FEMININO,PARDA,N
PE,PERNAMBUCO,GOVERNADOR,170001715590,21,JONES MANOEL,DEFERIDO,21,PCB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723373,27327,YARA MARQUES,INDEFERIDO COM RECURSO,27,DC,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595473,1010,SILVIO COSTA FILHO,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718650,36799,FRANCISCO FIO,DEFERIDO,36,AGIR,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610415,7060,JOABE DO MERCADINHO,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001724742,1274,DR. SIDNEY RIBEIRO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618420,18300,LÍVIA LIRA,DEFERIDO,18,REDE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619900,4009,TEREZA RAQUEL,DEFERIDO,40,PSB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609885,51951,JOÃO LUIZ,DEFERIDO,51,PATRIOTA,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619584,5000,ROBEYONCÉ,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619695,22522,JOJÓ GUERRA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613275,1500,PROF NÉLIO FONSECA COLETIVO PE,DEFERIDO,15,MDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610569,7789,DR MAURICIO PONTES,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001715595,21000,CRISTIANO ROMÃO,DEFERIDO,21,PCB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618722,11005,DARIO JOGADOR,DEFERIDO,11,PP,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619979,14022,ADRIAN MAIA,DEFERIDO,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609654,5188,JURANDIR ARAUJO,RENÚNCIA,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723345,2712,ROBERTO MARIANO,INDEFERIDO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604100,2301,KATYA CYBELLE,RENÚNCIA,23,CIDADANIA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610737,77655,LUCIANO FERREIRA ,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618415,50321,POETA PAULO DE CARVALHO,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602566,1911,ELISSA URQUIZA FEDERAL,DEFERIDO,19,PODE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609042,6565,AILZA TRAJANO,DEFERIDO,65,PC do B,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613263,1513,MARCOS VILAR,INDEFERIDO COM RECURSO,15,MDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609022,1370,CÍCERO ROMÃO,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634997,2828,PAULO SALES,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609872,51888,IZAILDO NASCIMENTO,DEFERIDO,51,PATRIOTA,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618944,12190,CIDA FREIRE,DEFERIDO,12,PDT,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723346,2707,PAULA CAVALCANTI,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613264,1521,CÂNDIDA BOMFIM,DEFERIDO,15,MDB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619725,22678,CANTOR SANDRYNO FERRAZ,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718017,3367,LUCIA DAS COMIDINHAS,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610409,7088,NADJANE PEIXOTO,DEFERIDO,70,AVANTE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620396,40033,ISIS PAQUITA,DEFERIDO,40,PSB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618732,11144,GABRIEL FONTES,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602563,1930,CRISTOVAM BOMBEIRO,DEFERIDO,19,PODE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619698,22922,DR. EDUARDO MIRANDA,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722249,35333,MARQUINHO DO MERCADINHO,DEFERIDO,35,PMB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619688,22007,EDUARDO VILA NOVA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609043,6540,DR LEONEL PIMENTEIRA,DEFERIDO,65,PC do B,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001723351,2708,EGRE GUERRA,DEFERIDO,27,DC,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613173,23513,BOVINO,INDEFERIDO,23,CIDADANIA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619896,4001,PROFESSORA MARIA JOSÉ DE SENA,DEFERIDO,40,PSB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609260,44777,EDSON VIEIRA,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609118,4414,ZECA CAVALCANTI,RENÚNCIA,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723372,27112,ALEX BRITO,INDEFERIDO COM RECURSO,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619727,22033,PR. JONAS PEREIRÃO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718769,3600,ALEXANDRE SENA,DEFERIDO,36,AGIR,MASCULINO,BRANCA,N
PE,PERNAMBUCO,1º SUPLENTE,170001604084,222,ROMARIO DIAS,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618939,12124,RINALDO DO SANTO AFONSO,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717288,29001,LILIANY TENÓRIO,INDEFERIDO COM RECURSO,29,PCO,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718773,3615,LENO TOP,INDEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608958,13789,VINICIUS CASTELLO,DEFERIDO,13,PT,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618416,18180,SYLVIA,DEFERIDO,18,REDE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609267,44244,JADSON QUARTETO DA ESPERANÇA,INDEFERIDO,44,UNIÃO,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609271,44225,CÍCERO DE EUCLIDES,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718025,3350,ANA LUCIA JERONIMO,DEFERIDO,33,PMN,FEMININO,PRETA,N
PE,PERNAMBUCO,GOVERNADOR,170001604111,44,MIGUEL COELHO,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610571,7755,DR CHARLES LUCENA,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718762,3633,DELEGADO SATURNINO,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001731857,1078,LIDIA ROCHA,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609856,51232, MARIA INÊS PANELAÇO,DEFERIDO,51,PATRIOTA,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618414,50555,ANDREZÃO SILVA,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609862,51510,CORONEL MÉDICO ÁLVARO MIRANDA,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609855,51917,LETICIA,DEFERIDO,51,PATRIOTA,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001604068,16666,JEFFERSON RIBEIRO,DEFERIDO,16,PSTU,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595477,1018,BIRA DA UNIVERSO,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718643,36999,JORGE GOMES,DEFERIDO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722277,35124,ROBSON DE AGUAZINHA,INDEFERIDO,35,PMB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609269,44400,BRUNA KARINA,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619894,4011,LUCAS RAMOS,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620363,40159,ANGELA COUTINHO,DEFERIDO,40,PSB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620382,40640,WALDEMAR BORGES,DEFERIDO,40,PSB,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609064,2266,SANDRA DO POVO,DEFERIDO,22,PL,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001613273,1544,CIBELLE ALBUQUERQUE,DEFERIDO,15,MDB,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595454,1000,AUGUSTO COUTINHO,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609283,44613,MARIA ELENA,DEFERIDO,44,UNIÃO,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618614,1120,ESDRAS CABRAL,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618602,1110,ABDIAS DO BADOQUE,DEFERIDO,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718024,3365,TIA NICE,DEFERIDO,33,PMN,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609134,4400,GERSINHO FILHO ,DEFERIDO,44,UNIÃO,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619587,1890,ADALBERTO SERTÃO AO LITORAL,DEFERIDO,18,REDE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602564,1966,DENNY OLLIVEIRA TV,INDEFERIDO,19,PODE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619714,22121,LUCYANE GOMES,DEFERIDO,22,PL,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619585,5065,IVO DE XAMBÁ,DEFERIDO,50,PSOL,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619682,22444,FRED FILHO,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718141,33123,JÚNIOR DELIVERY,DEFERIDO,33,PMN,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619579,5099,PROFESSOR TED WILLAMS,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619980,14777,LEONARDO GALVÃO,DEFERIDO,14,PTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001601204,16,PROFESSOR MARIANO,DEFERIDO,16,PSTU,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609261,44556,IRMÃO NALDINHO,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001722270,35021,IRMÃ ALDIENE,DEFERIDO,35,PMB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618846,1236,ALDI SILVA,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718780,3660,EMANUEL DANTAS,INDEFERIDO COM RECURSO,36,AGIR,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618402,18999,VILMA E ZÉLIA - COLETIVO,DEFERIDO,18,REDE,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618724,11334,CLARICE CORREA,RENÚNCIA,11,PP,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608954,65035,DETE SILVA,DEFERIDO,65,PC do B,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609867,51551,CONTERRÂNEO JONAS,DEFERIDO,51,PATRIOTA,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620389,40022,PATRICIA VIUVA,DEFERIDO,40,PSB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610741,77123,LUCIANO DUQUE,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618936,12444,THOMÁS BRITO,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618847,1221,CRISTIANO JOSÉ,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618740,11110,IRMAO CLECIO,RENÚNCIA,11,PP,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634995,2810,DR JOSIEL BARRETO,DEFERIDO,28,PRTB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634990,2882,ISAAC TRAZENDO A ARCA,DEFERIDO,28,PRTB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618735,11000,ADALTO SANTOS,DEFERIDO,11,PP,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609287,44001,HOSANA JANE ,DEFERIDO,44,UNIÃO,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001721978,3500,MÁRCIO CARDOSO,INDEFERIDO,35,PMB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595431,10123,WILLIAM BRIGIDO,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595462,1065,FERNANDA PATRICIA,DEFERIDO,10,REPUBLICANOS,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619582,5013,ÁUREO CISNEIROS,INDEFERIDO COM RECURSO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,GOVERNADOR,170001717342,29,UBIRACY OLÍMPIO,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618612,1113,VALERIA NASCIMENTO,DEFERIDO,11,PP,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001605497,45145,RON PRODUÇÕES,DEFERIDO,45,PSDB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001723374,27777,SIQUEIRA,RENÚNCIA,27,DC,MASCULINO,PARDA,N
PE,PERNAMBUCO,GOVERNADOR,170001610442,77,MARÍLIA ARRAES,DEFERIDO,77,SOLIDARIEDADE,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610951,90000,LU QUEIROZ,DEFERIDO,90,PROS,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609023,1313,FERNANDO FERRO,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609282,44140,IRMÃ JAILZA,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620380,40040,SILENO,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001610396,7024,GOTA SERENA,DEFERIDO,70,AVANTE,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001635000,2899,PACO FONSECA,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610719,77077,JORGE CARREIRO,DEFERIDO,77,SOLIDARIEDADE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634989,2887,FERNANDO LIMA RODA DE FOGO,DEFERIDO,28,PRTB,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609083,2215,CORONEL BOANERGES,DEFERIDO,22,PL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595441,10537,MARCELO DA COOPERATIVA,DEFERIDO,10,REPUBLICANOS,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604094,4566,ALF,RENÚNCIA,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001717289,29002,JAMILTON DE MELO,INDEFERIDO COM RECURSO,29,PCO,MASCULINO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618941,12123,IRMÃO CARLOS,DEFERIDO,12,PDT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001608956,65113,CIDA PEDROSA,DEFERIDO,65,PC do B,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609136,4454,LUCIANA GOMES,RENÚNCIA,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609041,1350,DR. ADAIAS LUCENA,DEFERIDO,13,PT,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001610720,77010,VÂNIA SANTOS ,DEFERIDO,77,SOLIDARIEDADE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609126,4466,MILTON MICUIBA,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619012,18777,MILENA REIS,DEFERIDO,18,REDE,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001604107,4510,RODOLFO ALBUQUERQUE,DEFERIDO,45,PSDB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001717458,2900,KAREN NICOLE PEREIRA COELHO,INDEFERIDO COM RECURSO,29,PCO,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595465,1020,ZÉ CARLOS,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001609086,2233,FERNANDO RODOLFO,DEFERIDO,22,PL,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620368,40013,ELIANE ALVES,DEFERIDO,40,PSB,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001724245,50444,ANA E AS MULHERES SERTANEJAS,DEFERIDO,50,PSOL,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619702,22180,CAPELÃO JORGE,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001619712,22100,DHIEGO SERRA,DEFERIDO,22,PL,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618609,1155,GUARDA MARÍLIA,DEFERIDO,11,PP,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619899,4040,PEDRO CAMPOS,DEFERIDO,40,PSB,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595429,10192,QUINHO FENELON,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595457,1055,MICHELLY MIGUEL,DEFERIDO,10,REPUBLICANOS,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609854,51031,WRANIO SARAIVA,DEFERIDO,51,PATRIOTA,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609299,44333,CORONEL CAMPOS,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,2º SUPLENTE,170001717120,281,EGRINALDO,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618756,11555,CLAUDIANO FILHO,DEFERIDO,11,PP,MASCULINO,PARDA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609303,44190,KIKO,DEFERIDO,44,UNIÃO,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001595474,1088,GABEIRA,DEFERIDO,10,REPUBLICANOS,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001634985,2818,LULA GONZAGA,DEFERIDO,28,PRTB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618622,1190,FERNANDO MONTEIRO,DEFERIDO,11,PP,MASCULINO,BRANCA,S
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001718133,33033,IDO SEMPRE COM VOCE ,DEFERIDO,33,PMN,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001609293,44113,SELMA DAS MULHERES ARTICULADAS,DEFERIDO,44,UNIÃO,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001618837,1255,THALLES CHERLES,DEFERIDO,12,PDT,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602579,1923,RICARDO CRUZ CASTRAMÓVEL,DEFERIDO,19,PODE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001730140,1411,NICELIA BORGES,DEFERIDO,14,PTB,FEMININO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001602568,1922,ELIZABETH SOUTO,DEFERIDO,19,PODE,FEMININO,PARDA,N
PE,PERNAMBUCO,VICE-GOVERNADOR,170001618272,14,CAROL TOSAKA,DEFERIDO,14,PTB,FEMININO,AMARELA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613428,70111,ARI ABÁ,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001735036,27051,DANIELLE RODRIGUES,INDEFERIDO COM RECURSO,27,DC,FEMININO,PRETA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001619583,5022,CLEIDE DO POR NÓS,DEFERIDO,50,PSOL,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001595442,10500,DRA FLAVIA VANDERLEI,DEFERIDO,10,REPUBLICANOS,FEMININO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001618423,50111,FABRICIO FERNANDES,DEFERIDO,50,PSOL,MASCULINO,BRANCA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001620375,40028,HELIO GUABIRABA,DEFERIDO,40,PSB,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO FEDERAL,170001718023,3378,IRMÃO MARCIO,INDEFERIDO,33,PMN,MASCULINO,PARDA,N
PE,PERNAMBUCO,DEPUTADO ESTADUAL,170001613430,70123,EDUARDO VASCONCELOS,DEFERIDO,70,AVANTE,MASCULINO,BRANCA,N
